text_id,source_type,model,base_prompt,sampling_strategy,few_shot,Filepath,wordtypes,wordtokens,swordtypes,swordtokens,lextypes,lextokens,slextypes,slextokens,verbtypes,verbtokens,sverbtypes,sverbtokens,adjtypes,adjtokens,advtypes,advtokens,nountypes,nountokens,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDW-50,NDW-ER50,NDW-ES50,TTR,MSTTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV
16-a2,Candidate,Opus 1,With Description,Confidence-Based,1.0,cli_text,47,61,1,1,29,33,1,1,7,9,0,0,9,9,1,1,12,14,0.541,0.0303,0.0213,0.0,0.0,0.0,47,40,40.0,39.4,0.7705,0.8,4.2552,6.0177,0.9366,28.1493,0.8788,0.7778,5.4444,1.6499,0.2121,0.8571,0.2727,0.0303,0.303
16-a2,Candidate,Gemma 3,Target Only,N/A,0.0,cli_text,51,62,2,2,30,33,2,2,8,9,0,0,9,9,0,0,13,15,0.5323,0.0606,0.0392,0.0,0.0,0.0,51,43,43.0,41.5,0.8226,0.86,4.5799,6.477,0.9527,37.8756,0.9091,0.8889,7.1111,1.8856,0.2424,0.8667,0.2727,0.0,0.2727
16-a2,Candidate,Claude 4,With Description,Random,2.0,cli_text,57,88,3,4,32,50,3,4,9,15,0,0,7,9,3,3,13,23,0.5682,0.08,0.0526,0.0,0.0,0.0,57,41,37.7,39.1,0.6477,0.82,4.2965,6.0762,0.903,20.047,0.64,0.6,5.4,1.6432,0.18,0.5652,0.14,0.06,0.2
16-a2,Candidate,Claude 4,Target Only,N/A,0.0,cli_text,54,80,2,2,37,49,2,2,9,13,0,0,10,10,4,4,14,22,0.6125,0.0408,0.037,0.0,0.0,0.0,54,37,37.8,36.7,0.675,0.74,4.2691,6.0374,0.9103,21.2175,0.7551,0.6923,6.2308,1.765,0.1837,0.6364,0.2041,0.0816,0.2857
16-a2,Candidate,Claude 4,With Description,N/A,0.0,cli_text,49,75,2,2,31,45,2,2,7,13,0,0,9,9,2,2,13,21,0.6,0.0444,0.0408,0.0,0.0,0.0,49,37,37.1,36.9,0.6533,0.74,4.0008,5.658,0.9014,19.0185,0.6889,0.5385,3.7692,1.3728,0.1556,0.619,0.2,0.0444,0.2444
16-a2,Candidate,Claude 4,With Description,Random,1.0,cli_text,54,79,1,1,32,46,1,1,7,12,0,0,8,9,2,2,15,23,0.5823,0.0217,0.0185,0.0,0.0,0.0,54,38,39.4,39.6,0.6835,0.76,4.296,6.0755,0.9129,21.7934,0.6957,0.5833,4.0833,1.4289,0.1522,0.6522,0.1739,0.0435,0.2174
16-a2,Candidate,Gemma 3,With Description,N/A,0.0,cli_text,55,71,3,3,31,37,3,3,9,11,0,0,8,8,1,1,13,17,0.5211,0.0811,0.0545,0.0,0.0,0.0,55,42,41.5,40.4,0.7746,0.84,4.6155,6.5273,0.9401,30.9043,0.8378,0.8182,7.3636,1.9188,0.2432,0.7647,0.2162,0.027,0.2432
16-a2,Candidate,Gemma 3,With Description,Random,1.0,cli_text,56,74,2,2,32,40,2,2,9,12,0,0,10,11,0,0,13,17,0.5405,0.05,0.0357,0.0,0.0,0.0,56,41,40.7,40.3,0.7568,0.82,4.6032,6.5099,0.9352,28.8658,0.8,0.75,6.75,1.8371,0.225,0.7647,0.25,0.0,0.25
16-a2,Candidate,Gemma 3,With Description,Random,2.0,cli_text,48,65,2,2,30,38,2,2,7,10,0,0,9,9,1,1,13,18,0.5846,0.0526,0.0417,0.0,0.0,0.0,48,40,38.8,40.0,0.7385,0.8,4.2099,5.9537,0.9274,24.9609,0.7895,0.7,4.9,1.5652,0.1842,0.7222,0.2368,0.0263,0.2632
16-a2,Candidate,Opus 1,With Description,Contrastive,0.0,cli_text,46,55,2,2,28,31,2,2,8,9,0,0,7,7,1,1,12,14,0.5636,0.0645,0.0435,0.0,0.0,0.0,46,42,42.4,42.7,0.8364,0.84,4.3859,6.2026,0.9554,39.0293,0.9032,0.8889,7.1111,1.8856,0.2581,0.8571,0.2258,0.0323,0.2581
16-a2,Candidate,Opus 3,With Description,Contrastive,0.0,cli_text,51,66,3,3,30,38,3,3,7,9,0,0,7,9,1,1,15,19,0.5758,0.0789,0.0588,0.0,0.0,0.0,51,39,41.1,40.5,0.7727,0.78,4.439,6.2777,0.9385,29.5671,0.7895,0.7778,5.4444,1.6499,0.1842,0.7895,0.1842,0.0263,0.2105
16-a2,Candidate,Claude 4,With Description,Contrastive,0.0,cli_text,61,94,3,4,33,55,3,4,10,17,0,0,8,10,3,3,12,25,0.5851,0.0727,0.0492,0.0,0.0,0.0,61,40,38.2,38.6,0.6489,0.8,4.4489,6.2917,0.9048,20.731,0.6,0.5882,5.8824,1.715,0.1818,0.48,0.1455,0.0545,0.2
16-a2,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,46,60,1,1,29,39,1,1,7,10,0,0,9,10,1,1,12,18,0.65,0.0256,0.0217,0.0,0.0,0.0,46,41,40.1,40.1,0.7667,0.82,4.1992,5.9386,0.9351,27.4004,0.7436,0.7,4.9,1.5652,0.1795,0.6667,0.2308,0.0256,0.2564
16-a2,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,44,59,1,1,28,34,1,1,8,10,0,0,6,7,2,2,12,15,0.5763,0.0294,0.0227,0.0,0.0,0.0,44,37,37.8,36.9,0.7458,0.74,4.0505,5.7283,0.9281,24.6149,0.8235,0.8,6.4,1.7889,0.2353,0.8,0.1765,0.0588,0.2353
16-a2,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,50,65,3,3,34,37,3,3,9,10,0,0,9,9,1,1,15,17,0.5692,0.0811,0.06,0.0,0.0,0.0,50,39,40.2,40.2,0.7692,0.78,4.3853,6.2017,0.9371,28.8446,0.9189,0.9,8.1,2.0125,0.2432,0.8824,0.2432,0.027,0.2703
16-a2,Candidate,GPT-5,With Description,N/A,0.0,cli_text,52,71,1,1,34,40,1,1,8,9,0,0,11,13,0,0,15,18,0.5634,0.025,0.0192,0.0,0.0,0.0,52,37,39.8,37.3,0.7324,0.74,4.3637,6.1713,0.9269,25.3385,0.85,0.8889,7.1111,1.8856,0.2,0.8333,0.275,0.0,0.275
16-a2,Candidate,GPT-5,With Description,Random,1.0,cli_text,54,76,1,1,33,40,1,1,8,10,0,0,10,11,0,0,15,19,0.5263,0.025,0.0185,0.0,0.0,0.0,54,37,39.2,37.0,0.7105,0.74,4.38,6.1942,0.9211,23.8341,0.825,0.8,6.4,1.7889,0.2,0.7895,0.25,0.0,0.25
16-a2,Candidate,GPT-5,With Description,Random,2.0,cli_text,51,73,2,2,30,40,2,2,7,10,0,0,9,10,0,0,14,20,0.5479,0.05,0.0392,0.0,0.0,0.0,51,37,38.9,37.9,0.6986,0.74,4.2208,5.9691,0.9164,22.2916,0.75,0.7,4.9,1.5652,0.175,0.7,0.225,0.0,0.225
16-a2,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,59,83,3,3,38,50,3,3,10,13,0,0,11,11,2,2,15,24,0.6024,0.06,0.0508,0.0,0.0,0.0,59,42,40.2,39.1,0.7108,0.84,4.5793,6.4761,0.9228,24.8462,0.76,0.7692,7.6923,1.9612,0.2,0.625,0.22,0.04,0.26
16-a2,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,50,70,1,1,32,39,1,1,7,9,0,0,9,11,1,1,15,18,0.5571,0.0256,0.02,0.0,0.0,0.0,50,37,38.5,37.6,0.7143,0.74,4.2258,5.9761,0.9208,23.2973,0.8205,0.7778,5.4444,1.6499,0.1795,0.8333,0.2308,0.0256,0.2564
16-a2,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,62,83,3,3,42,49,3,3,10,11,0,0,11,12,2,2,19,24,0.5904,0.0612,0.0484,0.0,0.0,0.0,62,40,40.2,40.9,0.747,0.8,4.8121,6.8054,0.934,29.0707,0.8571,0.9091,9.0909,2.132,0.2041,0.7917,0.2245,0.0408,0.2653
16-a2,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,54,78,3,3,37,50,3,3,9,12,0,0,10,12,0,0,18,26,0.641,0.06,0.0556,0.0,0.0,0.0,54,39,38.7,37.6,0.6923,0.78,4.3235,6.1143,0.9156,22.4171,0.74,0.75,6.75,1.8371,0.18,0.6923,0.2,0.0,0.2
16-a2,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,49,63,2,2,26,35,2,2,6,10,0,0,8,9,1,1,11,15,0.5556,0.0571,0.0408,0.0,0.0,0.0,49,40,39.9,40.3,0.7778,0.8,4.3653,6.1734,0.9393,29.6637,0.7429,0.6,3.6,1.3416,0.1714,0.7333,0.2286,0.0286,0.2571
16-a2,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,56,82,3,3,36,46,3,3,9,12,0,0,10,10,1,1,16,23,0.561,0.0652,0.0536,0.0,0.0,0.0,56,40,38.9,37.2,0.6829,0.8,4.3729,6.1842,0.9135,22.1142,0.7826,0.75,6.75,1.8371,0.1957,0.6957,0.2174,0.0217,0.2391
16-a2,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,40,49,1,1,23,29,1,1,7,9,0,0,6,6,2,2,8,12,0.5918,0.0345,0.025,0.0,0.0,0.0,40,40,40.0,40.0,0.8163,0.8163,4.0406,5.7143,0.9479,32.4131,0.7931,0.7778,5.4444,1.6499,0.2414,0.6667,0.2069,0.069,0.2759
16-a2,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,57,78,2,2,33,40,2,2,7,9,0,0,10,10,1,1,15,20,0.5128,0.05,0.0351,0.0,0.0,0.0,57,39,39.1,38.5,0.7308,0.78,4.5637,6.454,0.928,26.2812,0.825,0.7778,5.4444,1.6499,0.175,0.75,0.25,0.025,0.275
16-a2,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,57,95,3,4,32,54,3,4,10,17,0,0,10,11,1,1,11,25,0.5684,0.0741,0.0526,0.0,0.0,0.0,57,38,36.5,36.9,0.6,0.76,4.1352,5.8481,0.8878,17.6309,0.5926,0.5882,5.8824,1.715,0.1852,0.44,0.1852,0.0185,0.2037
16-a2,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,55,93,3,4,30,53,3,4,11,17,0,0,8,11,1,1,10,24,0.5699,0.0755,0.0545,0.0,0.0,0.0,55,36,35.3,35.3,0.5914,0.72,4.0328,5.7032,0.8841,16.9863,0.566,0.6471,7.1176,1.8865,0.2075,0.4167,0.1509,0.0189,0.1698
16-a2,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,44,56,3,3,25,32,3,3,7,9,0,0,6,7,2,2,10,14,0.5714,0.0938,0.0682,0.0,0.0,0.0,44,40,40.2,40.9,0.7857,0.8,4.1576,5.8797,0.9401,29.1798,0.7812,0.7778,5.4444,1.6499,0.2188,0.7143,0.1875,0.0625,0.25
16-a2,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,43,54,2,2,25,33,2,2,7,9,0,0,7,7,2,2,9,15,0.6111,0.0606,0.0465,0.0,0.0,0.0,43,40,40.7,40.4,0.7963,0.8,4.1377,5.8516,0.9429,30.3379,0.7576,0.7778,5.4444,1.6499,0.2121,0.6,0.2121,0.0606,0.2727
16-a2,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,49,69,3,3,27,39,3,3,7,12,0,0,9,10,1,1,10,16,0.5652,0.0769,0.0612,0.0,0.0,0.0,49,40,38.8,38.4,0.7101,0.8,4.1712,5.8989,0.9192,22.7467,0.6923,0.5833,4.0833,1.4289,0.1795,0.625,0.2308,0.0256,0.2564
16-a2,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,47,64,1,1,29,35,1,1,6,9,0,0,8,8,2,2,13,16,0.5469,0.0286,0.0213,0.0,0.0,0.0,47,37,38.6,37.8,0.7344,0.74,4.1543,5.875,0.9258,24.3305,0.8286,0.6667,4.0,1.4142,0.1714,0.8125,0.2286,0.0571,0.2857
16-a2,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,55,73,3,3,37,47,3,3,9,13,0,0,8,9,3,3,17,22,0.6438,0.0638,0.0545,0.0,0.0,0.0,55,41,40.9,39.5,0.7534,0.82,4.5518,6.4373,0.934,28.2366,0.7872,0.6923,6.2308,1.765,0.1915,0.7727,0.1702,0.0638,0.234
16-b1,Candidate,GPT-4o,With Description,Random,2.0,cli_text,49,59,1,1,33,36,1,1,7,9,0,0,10,10,1,1,15,16,0.6102,0.0278,0.0204,0.0,0.0,0.0,49,41,41.8,43.0,0.8305,0.82,4.5108,6.3793,0.9545,38.8802,0.9167,0.7778,5.4444,1.6499,0.1944,0.9375,0.2778,0.0278,0.3056
16-b1,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,52,67,2,2,32,38,2,2,8,9,0,0,8,9,1,1,15,19,0.5672,0.0526,0.0385,0.0,0.0,0.0,52,41,40.6,41.8,0.7761,0.82,4.4921,6.3528,0.9397,30.2944,0.8421,0.8889,7.1111,1.8856,0.2105,0.7895,0.2105,0.0263,0.2368
16-b1,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,51,68,2,2,33,40,2,2,8,11,0,0,9,9,3,3,13,17,0.5882,0.05,0.0392,0.0,0.0,0.0,51,39,39.7,39.5,0.75,0.78,4.3732,6.1847,0.9318,26.8779,0.825,0.7273,5.8182,1.7056,0.2,0.7647,0.225,0.075,0.3
16-b1,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,53,65,5,5,31,35,5,5,9,10,0,0,8,8,2,2,12,15,0.5385,0.1429,0.0943,0.0,0.0,0.0,53,43,42.3,41.9,0.8154,0.86,4.6484,6.5738,0.9511,37.0797,0.8857,0.9,8.1,2.0125,0.2571,0.8,0.2286,0.0571,0.2857
16-b1,Candidate,Opus 1,With Description,N/A,0.0,cli_text,52,71,2,2,33,38,2,2,9,11,0,0,9,10,1,1,14,16,0.5352,0.0526,0.0385,0.0,0.0,0.0,52,37,40.0,37.3,0.7324,0.74,4.3637,6.1713,0.9269,25.3385,0.8684,0.8182,7.3636,1.9188,0.2368,0.875,0.2368,0.0263,0.2632
16-b1,Candidate,Opus 3,With Description,N/A,0.0,cli_text,51,69,1,1,35,44,1,1,9,11,0,0,9,11,2,2,15,20,0.6377,0.0227,0.0196,0.0,0.0,0.0,51,40,39.4,39.0,0.7391,0.8,4.3414,6.1397,0.9286,25.7571,0.7955,0.8182,7.3636,1.9188,0.2045,0.75,0.2045,0.0455,0.25
16-b1,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,54,74,1,1,35,43,1,1,8,11,0,0,9,10,2,2,16,20,0.5811,0.0233,0.0185,0.0,0.0,0.0,54,38,40.0,38.9,0.7297,0.76,4.4388,6.2774,0.9268,25.534,0.814,0.7273,5.8182,1.7056,0.186,0.8,0.2093,0.0465,0.2558
16-b1,Candidate,Opus 1,With Description,Random,2.0,cli_text,54,64,5,5,34,36,5,5,9,9,0,0,9,9,3,3,13,15,0.5625,0.1389,0.0926,0.0,0.0,0.0,54,43,44.0,44.3,0.8438,0.86,4.773,6.75,0.9591,44.2127,0.9444,1.0,9.0,2.1213,0.25,0.8667,0.25,0.0833,0.3333
16-b1,Candidate,Opus 3,With Description,Random,2.0,cli_text,51,63,2,2,33,36,2,2,7,8,0,0,8,8,4,4,14,16,0.5714,0.0556,0.0392,0.0,0.0,0.0,51,40,41.6,42.2,0.8095,0.8,4.5434,6.4254,0.949,35.2796,0.9167,0.875,6.125,1.75,0.1944,0.875,0.2222,0.1111,0.3333
16-b1,Candidate,GPT-4o,With Description,Random,1.0,cli_text,52,64,3,3,33,37,3,3,8,10,0,0,11,11,1,1,13,15,0.5781,0.0811,0.0577,0.0,0.0,0.0,52,40,41.8,40.7,0.8125,0.8,4.5962,6.5,0.9501,36.1766,0.8919,0.8,6.4,1.7889,0.2162,0.8667,0.2973,0.027,0.3243
16-b1,Candidate,Opus 1,With Description,Random,1.0,cli_text,51,61,3,3,32,35,3,3,7,8,0,0,8,8,4,4,13,15,0.5738,0.0857,0.0588,0.0,0.0,0.0,51,41,42.7,43.0,0.8361,0.82,4.6173,6.5299,0.9564,40.9904,0.9143,0.875,6.125,1.75,0.2,0.8667,0.2286,0.1143,0.3429
16-b1,Candidate,Opus 3,With Description,Random,1.0,cli_text,52,71,2,2,36,45,2,2,10,12,0,0,10,11,2,2,14,20,0.6338,0.0444,0.0385,0.0,0.0,0.0,52,39,40.5,39.6,0.7324,0.78,4.3637,6.1713,0.9269,25.3385,0.8,0.8333,8.3333,2.0412,0.2222,0.7,0.2222,0.0444,0.2667
16-b1,Candidate,Opus 1,With Description,Confidence-Based,1.0,cli_text,52,62,4,4,32,35,4,4,9,10,0,0,9,9,2,2,12,14,0.5645,0.1143,0.0769,0.0,0.0,0.0,52,41,42.7,42.5,0.8387,0.82,4.6697,6.604,0.9574,42.057,0.9143,0.9,8.1,2.0125,0.2571,0.8571,0.2571,0.0571,0.3143
16-b1,Candidate,Gemma 3,Target Only,N/A,0.0,cli_text,55,73,2,2,34,42,2,2,8,12,0,0,10,10,2,2,14,18,0.5753,0.0476,0.0364,0.0,0.0,0.0,55,41,41.3,39.9,0.7534,0.82,4.5518,6.4373,0.934,28.2366,0.8095,0.6667,5.3333,1.633,0.1905,0.7778,0.2381,0.0476,0.2857
16-b1,Candidate,Claude 4,With Description,Random,2.0,cli_text,55,73,2,2,36,42,2,2,9,11,0,0,9,9,4,4,14,18,0.5753,0.0476,0.0364,0.0,0.0,0.0,55,40,39.6,39.9,0.7534,0.8,4.5518,6.4373,0.934,28.2366,0.8571,0.8182,7.3636,1.9188,0.2143,0.7778,0.2143,0.0952,0.3095
16-b1,Candidate,Claude 4,Target Only,N/A,0.0,cli_text,55,77,2,2,36,46,2,2,10,13,0,0,9,10,3,3,14,20,0.5974,0.0435,0.0364,0.0,0.0,0.0,55,40,38.7,39.0,0.7143,0.8,4.432,6.2678,0.9225,24.3543,0.7826,0.7692,7.6923,1.9612,0.2174,0.7,0.1957,0.0652,0.2609
16-b1,Candidate,Claude 4,With Description,N/A,0.0,cli_text,54,75,2,2,36,46,2,2,8,12,0,0,9,9,5,5,14,20,0.6133,0.0435,0.037,0.0,0.0,0.0,54,39,39.1,39.9,0.72,0.78,4.4091,6.2354,0.9239,24.6437,0.7826,0.6667,5.3333,1.633,0.1739,0.7,0.1957,0.1087,0.3043
16-b1,Candidate,Claude 4,With Description,Random,1.0,cli_text,58,87,2,2,36,48,2,2,8,13,0,0,11,11,3,3,14,21,0.5517,0.0417,0.0345,0.0,0.0,0.0,58,39,39.6,37.2,0.6667,0.78,4.397,6.2183,0.9092,21.3624,0.75,0.6154,4.9231,1.5689,0.1667,0.6667,0.2292,0.0625,0.2917
16-b1,Candidate,Gemma 3,With Description,N/A,0.0,cli_text,54,74,3,3,33,37,3,3,8,9,0,0,9,9,2,2,14,17,0.5,0.0811,0.0556,0.0,0.0,0.0,54,42,40.2,38.4,0.7297,0.84,4.4388,6.2774,0.9268,25.534,0.8919,0.8889,7.1111,1.8856,0.2162,0.8235,0.2432,0.0541,0.2973
16-b1,Candidate,Gemma 3,With Description,Random,1.0,cli_text,59,78,4,4,34,39,4,4,9,11,0,0,9,10,2,2,14,16,0.5,0.1026,0.0678,0.0,0.0,0.0,59,41,41.4,41.0,0.7564,0.82,4.7238,6.6804,0.9359,29.5278,0.8718,0.8182,7.3636,1.9188,0.2308,0.875,0.2308,0.0513,0.2821
16-b1,Candidate,Gemma 3,With Description,Random,2.0,cli_text,54,67,4,4,33,37,4,4,9,11,0,0,9,9,1,1,14,16,0.5522,0.1081,0.0741,0.0,0.0,0.0,54,41,42.3,41.0,0.806,0.82,4.6649,6.5971,0.9487,35.5947,0.8919,0.8182,7.3636,1.9188,0.2432,0.875,0.2432,0.027,0.2703
16-b1,Candidate,Opus 1,With Description,Contrastive,0.0,cli_text,51,61,5,5,33,35,5,5,9,9,0,0,10,10,2,2,12,14,0.5738,0.1429,0.098,0.0,0.0,0.0,51,43,42.8,43.0,0.8361,0.86,4.6173,6.5299,0.9564,40.9904,0.9429,1.0,9.0,2.1213,0.2571,0.8571,0.2857,0.0571,0.3429
16-b1,Candidate,Opus 3,With Description,Contrastive,0.0,cli_text,53,65,2,2,34,37,2,2,8,9,0,0,9,9,3,3,14,16,0.5692,0.0541,0.0377,0.0,0.0,0.0,53,42,42.6,43.0,0.8154,0.84,4.6484,6.5738,0.9511,37.0797,0.9189,0.8889,7.1111,1.8856,0.2162,0.875,0.2432,0.0811,0.3243
16-b1,Candidate,Claude 4,With Description,Contrastive,0.0,cli_text,55,71,5,5,35,41,5,5,7,9,1,1,11,11,2,2,15,19,0.5775,0.122,0.0909,0.1111,0.1111,0.2357,55,42,41.3,42.1,0.7746,0.84,4.6155,6.5273,0.9401,30.9043,0.8537,0.7778,5.4444,1.6499,0.1707,0.7895,0.2683,0.0488,0.3171
16-b1,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,49,62,4,4,32,35,4,4,8,9,0,0,10,10,2,2,12,14,0.5645,0.1143,0.0816,0.0,0.0,0.0,49,40,39.9,41.0,0.7903,0.8,4.4003,6.223,0.943,31.4365,0.9143,0.8889,7.1111,1.8856,0.2286,0.8571,0.2857,0.0571,0.3429
16-b1,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,49,63,2,2,33,38,2,2,7,10,0,0,10,10,2,2,14,16,0.6032,0.0526,0.0408,0.0,0.0,0.0,49,41,40.3,40.8,0.7778,0.82,4.3653,6.1734,0.9393,29.6637,0.8684,0.7,4.9,1.5652,0.1842,0.875,0.2632,0.0526,0.3158
16-b1,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,52,66,2,2,32,35,2,2,8,9,0,0,9,9,1,1,14,16,0.5303,0.0571,0.0385,0.0,0.0,0.0,52,40,40.7,41.2,0.7879,0.8,4.526,6.4008,0.9431,31.9753,0.9143,0.8889,7.1111,1.8856,0.2286,0.875,0.2571,0.0286,0.2857
16-b1,Candidate,GPT-5,With Description,N/A,0.0,cli_text,49,64,1,1,34,36,1,1,8,8,0,0,8,8,3,3,15,17,0.5625,0.0278,0.0204,0.0,0.0,0.0,49,40,40.4,39.5,0.7656,0.8,4.331,6.125,0.9358,28.1271,0.9444,1.0,8.0,2.0,0.2222,0.8824,0.2222,0.0833,0.3056
16-b1,Candidate,GPT-5,With Description,Random,1.0,cli_text,50,64,2,2,35,38,2,2,7,8,0,0,10,10,3,3,15,17,0.5938,0.0526,0.04,0.0,0.0,0.0,50,41,42.3,41.7,0.7812,0.82,4.4194,6.25,0.9406,30.4289,0.9211,0.875,6.125,1.75,0.1842,0.8824,0.2632,0.0789,0.3421
16-b1,Candidate,GPT-5,With Description,Random,2.0,cli_text,52,64,2,2,34,38,2,2,7,9,0,0,8,8,3,3,16,18,0.5938,0.0526,0.0385,0.0,0.0,0.0,52,41,43.2,42.5,0.8125,0.82,4.5962,6.5,0.9501,36.1766,0.8947,0.7778,5.4444,1.6499,0.1842,0.8889,0.2105,0.0789,0.2895
16-b1,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,52,69,2,2,34,42,2,2,9,11,0,0,8,9,4,4,13,18,0.6087,0.0476,0.0385,0.0,0.0,0.0,52,41,40.7,40.8,0.7536,0.82,4.4265,6.2601,0.9332,27.5253,0.8095,0.8182,7.3636,1.9188,0.2143,0.7222,0.1905,0.0952,0.2857
16-b1,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,53,64,3,3,37,40,3,3,7,8,0,0,12,12,3,3,15,17,0.625,0.075,0.0566,0.0,0.0,0.0,53,42,42.5,43.4,0.8281,0.84,4.6846,6.625,0.9547,39.8306,0.925,0.875,6.125,1.75,0.175,0.8824,0.3,0.075,0.375
16-b1,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,52,65,2,2,36,40,2,2,8,9,0,0,10,10,3,4,15,17,0.6154,0.05,0.0385,0.0,0.0,0.0,52,40,41.7,41.9,0.8,0.8,4.5607,6.4498,0.9465,33.9145,0.9,0.8889,7.1111,1.8856,0.2,0.8824,0.25,0.075,0.325
16-b1,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,51,66,2,2,34,38,2,2,8,9,0,0,9,9,3,4,14,16,0.5758,0.0526,0.0392,0.0,0.0,0.0,51,41,41.0,39.7,0.7727,0.82,4.439,6.2777,0.9385,29.5671,0.8947,0.8889,7.1111,1.8856,0.2105,0.875,0.2368,0.0789,0.3158
16-b1,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,55,67,2,2,35,37,2,2,8,8,0,0,10,10,2,2,15,17,0.5522,0.0541,0.0364,0.0,0.0,0.0,55,41,42.1,41.5,0.8209,0.82,4.7513,6.7193,0.9531,38.9041,0.9459,1.0,8.0,2.0,0.2162,0.8824,0.2703,0.0541,0.3243
16-b1,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,54,65,2,2,35,38,2,2,8,9,0,0,9,9,4,4,14,16,0.5846,0.0526,0.037,0.0,0.0,0.0,54,42,43.3,43.4,0.8308,0.84,4.7361,6.6979,0.9556,40.8181,0.9211,0.8889,7.1111,1.8856,0.2105,0.875,0.2368,0.1053,0.3421
16-b1,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,53,76,3,3,31,39,3,3,8,10,0,0,10,11,0,0,13,18,0.5132,0.0769,0.0566,0.0,0.0,0.0,53,42,39.4,38.3,0.6974,0.84,4.2989,6.0795,0.9168,22.5981,0.7949,0.8,6.4,1.7889,0.2051,0.7222,0.2564,0.0,0.2564
16-b1,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,60,83,4,4,35,42,4,4,8,10,0,0,11,12,1,1,15,19,0.506,0.0952,0.0667,0.0,0.0,0.0,60,42,40.1,37.9,0.7229,0.84,4.6569,6.5859,0.9266,26.1331,0.8333,0.8,6.4,1.7889,0.1905,0.7895,0.2619,0.0238,0.2857
16-b1,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,56,75,1,1,36,42,1,1,9,11,0,0,9,9,3,3,15,19,0.56,0.0238,0.0179,0.0,0.0,0.0,56,40,40.4,39.7,0.7467,0.8,4.5724,6.4663,0.9323,27.7116,0.8571,0.8182,7.3636,1.9188,0.2143,0.7895,0.2143,0.0714,0.2857
16-b1,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,57,78,3,3,36,42,3,3,9,11,0,0,10,10,4,4,13,17,0.5385,0.0714,0.0526,0.0,0.0,0.0,57,42,40.1,40.2,0.7308,0.84,4.5637,6.454,0.928,26.2812,0.8571,0.8182,7.3636,1.9188,0.2143,0.7647,0.2381,0.0952,0.3333
16-b1,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,55,74,3,3,35,39,3,3,8,10,0,0,10,10,4,4,13,15,0.527,0.0769,0.0545,0.0,0.0,0.0,55,40,39.5,40.0,0.7432,0.8,4.521,6.3936,0.9311,27.113,0.8974,0.8,6.4,1.7889,0.2051,0.8667,0.2564,0.1026,0.359
16-b1,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,50,65,3,3,29,34,3,3,8,9,0,0,7,8,1,1,13,16,0.5231,0.0882,0.06,0.0,0.0,0.0,50,39,39.4,39.0,0.7692,0.78,4.3853,6.2017,0.9371,28.8446,0.8529,0.8889,7.1111,1.8856,0.2353,0.8125,0.2059,0.0294,0.2353
16-b1,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,55,64,1,1,34,36,1,1,8,8,0,0,7,7,4,4,15,17,0.5625,0.0278,0.0182,0.0,0.0,0.0,55,44,43.8,43.3,0.8594,0.88,4.8614,6.875,0.9636,49.5658,0.9444,1.0,8.0,2.0,0.2222,0.8824,0.1944,0.1111,0.3056
