text_id,source_type,model,base_prompt,sampling_strategy,few_shot,Filepath,wordtypes,wordtokens,swordtypes,swordtokens,lextypes,lextokens,slextypes,slextokens,verbtypes,verbtokens,sverbtypes,sverbtokens,adjtypes,adjtokens,advtypes,advtokens,nountypes,nountokens,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDW-50,NDW-ER50,NDW-ES50,TTR,MSTTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV
04-a2,Candidate,Claude 4,With Description,Contrastive,0.0,cli_text,55,78,10,10,33,44,10,10,9,11,0,0,6,9,0,0,18,24,0.5641,0.2273,0.1818,0.0,0.0,0.0,55,40,40.1,40.0,0.7051,0.8,4.4035,6.2275,0.9198,23.5944,0.75,0.8182,7.3636,1.9188,0.2045,0.75,0.1364,0.0,0.1364
04-a2,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,47,70,8,8,29,36,8,8,4,5,0,0,7,9,1,1,17,21,0.5143,0.2222,0.1702,0.0,0.0,0.0,47,35,37.9,34.9,0.6714,0.7,3.9722,5.6176,0.9062,19.6785,0.8056,0.8,3.2,1.2649,0.1111,0.8095,0.1944,0.0278,0.2222
04-a2,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,47,69,10,10,29,36,10,10,4,5,0,0,7,9,1,1,17,21,0.5217,0.2778,0.2128,0.0,0.0,0.0,47,36,36.7,35.9,0.6812,0.72,4.0009,5.6581,0.9093,20.2779,0.8056,0.8,3.2,1.2649,0.1111,0.8095,0.1944,0.0278,0.2222
04-a2,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,53,79,10,10,37,47,10,10,6,9,0,0,9,11,0,0,22,27,0.5949,0.2128,0.1887,0.0,0.0,0.0,53,38,38.5,37.2,0.6709,0.76,4.2165,5.963,0.9086,20.7728,0.7872,0.6667,4.0,1.4142,0.1277,0.8148,0.1915,0.0,0.1915
04-a2,Candidate,GPT-5,With Description,N/A,0.0,cli_text,50,76,10,10,35,43,10,10,4,6,0,0,10,12,0,0,21,25,0.5658,0.2326,0.2,0.0,0.0,0.0,50,35,36.7,34.8,0.6579,0.7,4.0555,5.7354,0.9033,19.4533,0.814,0.6667,2.6667,1.1547,0.093,0.84,0.2326,0.0,0.2326
04-a2,Candidate,GPT-5,With Description,Random,1.0,cli_text,53,76,10,10,34,44,10,10,7,9,0,0,6,8,1,1,20,26,0.5789,0.2273,0.1887,0.0,0.0,0.0,53,38,38.6,36.1,0.6974,0.76,4.2989,6.0795,0.9168,22.5981,0.7727,0.7778,5.4444,1.6499,0.1591,0.7692,0.1364,0.0227,0.1591
04-a2,Candidate,GPT-5,With Description,Random,2.0,cli_text,59,86,11,11,39,49,11,11,8,10,0,0,8,10,0,0,23,29,0.5698,0.2245,0.1864,0.0,0.0,0.0,59,38,39.0,36.5,0.686,0.76,4.4987,6.3621,0.9154,22.8681,0.7959,0.8,6.4,1.7889,0.1633,0.7931,0.1633,0.0,0.1633
04-a2,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,57,77,9,9,37,42,9,9,11,11,0,0,6,7,0,0,20,24,0.5455,0.2143,0.1579,0.0,0.0,0.0,57,40,40.3,41.1,0.7403,0.8,4.5932,6.4958,0.9308,27.2467,0.881,1.0,11.0,2.3452,0.2619,0.8333,0.1429,0.0,0.1429
04-a2,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,52,76,10,10,34,41,10,10,7,8,0,0,6,7,0,0,21,26,0.5395,0.2439,0.1923,0.0,0.0,0.0,52,38,37.3,37.6,0.6842,0.76,4.2178,5.9648,0.9124,21.4638,0.8293,0.875,6.125,1.75,0.1707,0.8077,0.1463,0.0,0.1463
04-a2,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,58,88,10,10,37,48,10,10,6,7,0,0,9,12,0,0,22,29,0.5455,0.2083,0.1724,0.0,0.0,0.0,58,35,37.4,36.1,0.6591,0.7,4.3719,6.1828,0.9069,20.8833,0.7708,0.8571,5.1429,1.6036,0.125,0.7586,0.1875,0.0,0.1875
04-a2,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,55,79,10,10,35,44,10,10,6,8,0,0,8,10,0,0,21,26,0.557,0.2273,0.1818,0.0,0.0,0.0,55,39,38.8,38.4,0.6962,0.78,4.3756,6.188,0.9171,22.8977,0.7955,0.75,4.5,1.5,0.1364,0.8077,0.1818,0.0,0.1818
04-a2,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,59,81,10,10,37,45,10,10,9,10,0,0,7,10,0,0,21,25,0.5556,0.2222,0.1695,0.0,0.0,0.0,59,41,40.7,40.5,0.7284,0.82,4.6355,6.5556,0.9279,26.464,0.8222,0.9,8.1,2.0125,0.2,0.84,0.1556,0.0,0.1556
04-a2,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,56,86,10,10,35,49,10,10,7,10,0,0,6,9,0,0,22,30,0.5698,0.2041,0.1786,0.0,0.0,0.0,56,34,37.6,37.6,0.6512,0.68,4.27,6.0386,0.9037,20.0863,0.7143,0.7,4.9,1.5652,0.1429,0.7333,0.1224,0.0,0.1224
04-a2,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,54,77,10,10,33,40,10,10,5,6,0,0,8,10,1,1,19,23,0.5195,0.25,0.1852,0.0,0.0,0.0,54,37,38.2,36.7,0.7013,0.74,4.3514,6.1539,0.9183,23.0949,0.825,0.8333,4.1667,1.4434,0.125,0.8261,0.2,0.025,0.225
04-a2,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,54,76,10,10,34,39,10,10,5,5,0,0,8,9,1,1,20,24,0.5132,0.2564,0.1852,0.0,0.0,0.0,54,38,38.6,37.8,0.7105,0.76,4.38,6.1942,0.9211,23.8341,0.8718,1.0,5.0,1.5811,0.1282,0.8333,0.2051,0.0256,0.2308
04-a2,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,60,113,13,16,39,61,13,16,9,14,0,0,5,8,0,0,25,39,0.5398,0.2623,0.2167,0.0,0.0,0.0,60,36,33.1,31.6,0.531,0.68,3.9911,5.6443,0.8661,15.3318,0.6393,0.6429,5.7857,1.7008,0.1475,0.641,0.082,0.0,0.082
04-a2,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,48,73,10,10,29,40,10,10,7,10,0,0,5,8,0,0,17,22,0.5479,0.25,0.2083,0.0,0.0,0.0,48,35,37.3,35.4,0.6575,0.7,3.9725,5.618,0.9023,19.0682,0.725,0.7,4.9,1.5652,0.175,0.7727,0.125,0.0,0.125
04-a2,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,54,74,11,11,36,43,11,11,6,7,0,0,9,11,1,1,20,24,0.5811,0.2558,0.2037,0.0,0.0,0.0,54,38,38.7,37.5,0.7297,0.76,4.4388,6.2774,0.9268,25.534,0.8372,0.8571,5.1429,1.6036,0.1395,0.8333,0.2093,0.0233,0.2326
04-a2,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,49,72,10,10,31,38,10,10,4,5,0,0,7,9,1,1,19,23,0.5278,0.2632,0.2041,0.0,0.0,0.0,49,37,37.5,35.4,0.6806,0.74,4.0833,5.7747,0.91,20.6399,0.8158,0.8,3.2,1.2649,0.1053,0.8261,0.1842,0.0263,0.2105
04-a2,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,54,80,10,10,34,45,10,10,7,10,0,0,5,7,1,1,21,27,0.5625,0.2222,0.1852,0.0,0.0,0.0,54,38,38.1,36.5,0.675,0.76,4.2691,6.0374,0.9103,21.2175,0.7556,0.7,4.9,1.5652,0.1556,0.7778,0.1111,0.0222,0.1333
04-a2,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,56,81,10,10,36,45,10,10,4,6,0,0,10,13,1,1,21,25,0.5556,0.2222,0.1786,0.0,0.0,0.0,56,38,38.7,36.6,0.6914,0.76,4.3998,6.2222,0.916,22.7223,0.8,0.6667,2.6667,1.1547,0.0889,0.84,0.2222,0.0222,0.2444
04-a2,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,59,86,12,12,42,53,12,12,9,11,0,0,10,13,0,0,23,29,0.6163,0.2264,0.2034,0.0,0.0,0.0,59,37,39.3,40.2,0.686,0.74,4.4987,6.3621,0.9154,22.8681,0.7925,0.8182,7.3636,1.9188,0.1698,0.7931,0.1887,0.0,0.1887
04-b1,Candidate,GPT-4o,With Description,Random,2.0,cli_text,50,73,10,10,31,40,10,10,4,7,0,0,7,9,1,1,19,23,0.5479,0.25,0.2,0.0,0.0,0.0,50,37,37.3,36.3,0.6849,0.74,4.138,5.8521,0.9118,21.1251,0.775,0.5714,2.2857,1.069,0.1,0.8261,0.175,0.025,0.2
04-b1,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,52,74,11,11,32,40,11,11,7,8,0,0,6,7,1,1,18,24,0.5405,0.275,0.2115,0.0,0.0,0.0,52,39,38.9,38.3,0.7027,0.78,4.2744,6.0449,0.918,22.8027,0.8,0.875,6.125,1.75,0.175,0.75,0.15,0.025,0.175
04-b1,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,55,77,11,11,33,41,11,11,5,7,0,0,6,8,1,1,21,25,0.5325,0.2683,0.2,0.0,0.0,0.0,55,39,40.0,39.7,0.7143,0.78,4.432,6.2678,0.9225,24.3543,0.8049,0.7143,3.5714,1.3363,0.122,0.84,0.1463,0.0244,0.1707
04-b1,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,59,79,11,11,39,44,11,11,9,10,0,0,8,9,0,0,22,25,0.557,0.25,0.1864,0.0,0.0,0.0,59,39,40.1,40.3,0.7468,0.78,4.6938,6.638,0.9332,28.4045,0.8864,0.9,8.1,2.0125,0.2045,0.88,0.1818,0.0,0.1818
04-b1,Candidate,Opus 1,With Description,N/A,0.0,cli_text,60,83,11,11,41,48,11,11,8,9,1,1,10,12,0,0,23,27,0.5783,0.2292,0.1833,0.1111,0.1111,0.2357,60,39,39.1,37.3,0.7229,0.78,4.6569,6.5859,0.9266,26.1331,0.8542,0.8889,7.1111,1.8856,0.1667,0.8519,0.2083,0.0,0.2083
04-b1,Candidate,Opus 3,With Description,N/A,0.0,cli_text,60,82,11,11,40,48,11,11,9,10,0,0,10,12,0,0,21,26,0.5854,0.2292,0.1833,0.0,0.0,0.0,60,39,41.1,40.0,0.7317,0.78,4.6852,6.6259,0.9291,26.9985,0.8333,0.9,8.1,2.0125,0.1875,0.8077,0.2083,0.0,0.2083
04-b1,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,56,74,10,10,35,41,10,10,7,8,0,0,8,9,0,0,20,24,0.5541,0.2439,0.1786,0.0,0.0,0.0,56,39,40.4,42.2,0.7568,0.78,4.6032,6.5099,0.9352,28.8658,0.8537,0.875,6.125,1.75,0.1707,0.8333,0.1951,0.0,0.1951
04-b1,Candidate,Opus 1,With Description,Random,2.0,cli_text,56,79,11,11,36,42,11,11,7,8,1,1,8,10,0,0,21,24,0.5316,0.2619,0.1964,0.125,0.125,0.25,56,37,38.8,40.0,0.7089,0.74,4.4551,6.3005,0.9212,24.0967,0.8571,0.875,6.125,1.75,0.1667,0.875,0.1905,0.0,0.1905
04-b1,Candidate,Opus 3,With Description,Random,2.0,cli_text,63,90,10,10,40,47,10,10,8,9,0,0,10,11,0,0,22,27,0.5222,0.2128,0.1587,0.0,0.0,0.0,63,38,38.5,37.6,0.7,0.76,4.6957,6.6408,0.9207,24.6547,0.8511,0.8889,7.1111,1.8856,0.1702,0.8148,0.2128,0.0,0.2128
04-b1,Candidate,GPT-4o,With Description,Random,1.0,cli_text,53,76,11,11,34,43,11,11,5,8,0,0,9,10,1,1,19,24,0.5658,0.2558,0.2075,0.0,0.0,0.0,53,37,38.3,37.6,0.6974,0.74,4.2989,6.0795,0.9168,22.5981,0.7907,0.625,3.125,1.25,0.1163,0.7917,0.2093,0.0233,0.2326
04-b1,Candidate,Opus 1,With Description,Random,1.0,cli_text,59,81,12,12,38,44,12,12,6,7,1,1,9,10,0,0,23,27,0.5432,0.2727,0.2034,0.1429,0.1429,0.2673,59,40,39.9,39.2,0.7284,0.8,4.6355,6.5556,0.9279,26.464,0.8636,0.8571,5.1429,1.6036,0.1364,0.8519,0.2045,0.0,0.2045
04-b1,Candidate,Opus 3,With Description,Random,1.0,cli_text,65,90,11,11,42,50,11,11,9,11,0,0,11,12,0,0,22,27,0.5556,0.22,0.1692,0.0,0.0,0.0,65,40,40.6,40.9,0.7222,0.8,4.8448,6.8516,0.9277,27.0225,0.84,0.8182,7.3636,1.9188,0.18,0.8148,0.22,0.0,0.22
04-b1,Candidate,Opus 1,With Description,Confidence-Based,1.0,cli_text,60,85,10,10,40,47,10,10,7,8,0,0,10,12,0,0,23,27,0.5529,0.2128,0.1667,0.0,0.0,0.0,60,37,38.3,37.9,0.7059,0.74,4.6018,6.5079,0.9216,24.6097,0.8511,0.875,6.125,1.75,0.1489,0.8519,0.2128,0.0,0.2128
04-b1,Candidate,Gemma 3,Target Only,N/A,0.0,cli_text,58,76,10,10,36,42,10,10,8,8,0,0,7,9,1,1,20,24,0.5526,0.2381,0.1724,0.0,0.0,0.0,58,38,41.6,37.8,0.7632,0.76,4.7044,6.6531,0.9376,30.1354,0.8571,1.0,8.0,2.0,0.1905,0.8333,0.1667,0.0238,0.1905
04-b1,Candidate,Claude 4,With Description,Random,2.0,cli_text,53,75,10,10,36,44,10,10,6,7,0,0,8,10,0,0,22,27,0.5867,0.2273,0.1887,0.0,0.0,0.0,53,38,39.4,38.1,0.7067,0.76,4.3274,6.1199,0.9196,23.3169,0.8182,0.8571,5.1429,1.6036,0.1364,0.8148,0.1818,0.0,0.1818
04-b1,Candidate,Claude 4,Target Only,N/A,0.0,cli_text,56,85,10,10,37,48,10,10,7,9,0,0,8,11,0,0,22,28,0.5647,0.2083,0.1786,0.0,0.0,0.0,56,35,37.7,35.2,0.6588,0.7,4.295,6.0741,0.9061,20.541,0.7708,0.7778,5.4444,1.6499,0.1458,0.7857,0.1667,0.0,0.1667
04-b1,Candidate,Claude 4,With Description,N/A,0.0,cli_text,59,90,10,10,37,50,10,10,8,10,0,0,8,11,0,0,21,29,0.5556,0.2,0.1695,0.0,0.0,0.0,59,36,37.4,35.6,0.6556,0.72,4.3976,6.2191,0.9062,20.8248,0.74,0.8,6.4,1.7889,0.16,0.7241,0.16,0.0,0.16
04-b1,Candidate,Claude 4,With Description,Random,1.0,cli_text,53,79,9,9,33,40,9,9,5,6,0,0,8,9,0,0,20,25,0.5063,0.225,0.1698,0.0,0.0,0.0,53,37,36.3,36.4,0.6709,0.74,4.2165,5.963,0.9086,20.7728,0.825,0.8333,4.1667,1.4434,0.125,0.8,0.2,0.0,0.2
04-b1,Candidate,Gemma 3,With Description,N/A,0.0,cli_text,53,78,9,9,35,41,9,9,6,7,0,0,8,9,1,1,20,24,0.5256,0.2195,0.1698,0.0,0.0,0.0,53,38,38.2,36.9,0.6795,0.76,4.2434,6.0011,0.9113,21.3327,0.8537,0.8571,5.1429,1.6036,0.1463,0.8333,0.1951,0.0244,0.2195
04-b1,Candidate,Gemma 3,With Description,Random,1.0,cli_text,53,76,10,10,34,41,10,10,6,7,0,0,7,9,1,1,20,24,0.5395,0.2439,0.1887,0.0,0.0,0.0,53,38,37.8,37.3,0.6974,0.76,4.2989,6.0795,0.9168,22.5981,0.8293,0.8571,5.1429,1.6036,0.1463,0.8333,0.1707,0.0244,0.1951
04-b1,Candidate,Gemma 3,With Description,Random,2.0,cli_text,55,79,10,10,35,42,10,10,5,6,0,0,8,10,1,1,21,25,0.5316,0.2381,0.1818,0.0,0.0,0.0,55,38,38.5,36.8,0.6962,0.76,4.3756,6.188,0.9171,22.8977,0.8333,0.8333,4.1667,1.4434,0.119,0.84,0.1905,0.0238,0.2143
04-b1,Candidate,Opus 1,With Description,Contrastive,0.0,cli_text,59,83,11,11,42,49,11,11,7,9,0,0,11,13,0,0,24,27,0.5904,0.2245,0.1864,0.0,0.0,0.0,59,40,40.4,39.2,0.7108,0.8,4.5793,6.4761,0.9228,24.8462,0.8571,0.7778,5.4444,1.6499,0.1429,0.8889,0.2245,0.0,0.2245
04-b1,Candidate,Opus 3,With Description,Contrastive,0.0,cli_text,61,82,11,11,36,42,11,11,7,8,0,0,8,9,0,0,21,25,0.5122,0.2619,0.1803,0.0,0.0,0.0,61,41,40.7,41.1,0.7439,0.82,4.7633,6.7363,0.9329,28.5069,0.8571,0.875,6.125,1.75,0.1667,0.84,0.1905,0.0,0.1905
04-b1,Candidate,Claude 4,With Description,Contrastive,0.0,cli_text,59,85,10,10,40,48,10,10,7,8,0,0,9,11,0,0,24,29,0.5647,0.2083,0.1695,0.0,0.0,0.0,59,38,38.9,36.9,0.6941,0.76,4.5251,6.3994,0.9178,23.4769,0.8333,0.875,6.125,1.75,0.1458,0.8276,0.1875,0.0,0.1875
04-b1,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,52,76,10,10,33,41,10,10,5,7,0,0,6,8,1,1,21,25,0.5395,0.2439,0.1923,0.0,0.0,0.0,52,38,37.9,36.5,0.6842,0.76,4.2178,5.9648,0.9124,21.4638,0.8049,0.7143,3.5714,1.3363,0.122,0.84,0.1463,0.0244,0.1707
04-b1,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,52,77,10,10,32,40,10,10,5,8,0,0,10,11,0,0,17,21,0.5195,0.25,0.1923,0.0,0.0,0.0,52,36,36.2,36.3,0.6753,0.72,4.1903,5.9259,0.9096,20.8745,0.8,0.625,3.125,1.25,0.125,0.8095,0.25,0.0,0.25
04-b1,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,53,80,10,10,34,42,10,10,5,7,0,0,8,10,0,0,21,25,0.525,0.2381,0.1887,0.0,0.0,0.0,53,37,38.7,36.0,0.6625,0.74,4.19,5.9256,0.906,20.2543,0.8095,0.7143,3.5714,1.3363,0.119,0.84,0.1905,0.0,0.1905
04-b1,Candidate,GPT-5,With Description,N/A,0.0,cli_text,54,80,11,11,36,44,11,11,7,9,0,0,8,10,0,0,21,25,0.55,0.25,0.2037,0.0,0.0,0.0,54,38,38.8,36.9,0.675,0.76,4.2691,6.0374,0.9103,21.2175,0.8182,0.7778,5.4444,1.6499,0.1591,0.84,0.1818,0.0,0.1818
04-b1,Candidate,GPT-5,With Description,Random,1.0,cli_text,56,79,11,11,36,44,11,11,6,8,0,0,8,10,0,0,22,26,0.557,0.25,0.1964,0.0,0.0,0.0,56,40,39.6,39.3,0.7089,0.8,4.4551,6.3005,0.9212,24.0967,0.8182,0.75,4.5,1.5,0.1364,0.8462,0.1818,0.0,0.1818
04-b1,Candidate,GPT-5,With Description,Random,2.0,cli_text,53,76,10,10,33,40,10,10,5,7,0,0,8,9,0,0,20,24,0.5263,0.25,0.1887,0.0,0.0,0.0,53,38,38.0,37.1,0.6974,0.76,4.2989,6.0795,0.9168,22.5981,0.825,0.7143,3.5714,1.3363,0.125,0.8333,0.2,0.0,0.2
04-b1,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,56,76,10,10,34,40,10,10,6,7,0,0,10,11,0,0,18,22,0.5263,0.25,0.1786,0.0,0.0,0.0,56,40,41.3,41.1,0.7368,0.8,4.5422,6.4236,0.9295,26.6725,0.85,0.8571,5.1429,1.6036,0.15,0.8182,0.25,0.0,0.25
04-b1,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,56,82,11,11,36,42,11,11,4,5,0,0,10,11,0,0,22,26,0.5122,0.2619,0.1964,0.0,0.0,0.0,56,40,39.7,36.9,0.6829,0.8,4.3729,6.1842,0.9135,22.1142,0.8571,0.8,3.2,1.2649,0.0952,0.8462,0.2381,0.0,0.2381
04-b1,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,52,78,10,10,32,40,10,10,4,6,0,0,8,10,0,0,20,24,0.5128,0.25,0.1923,0.0,0.0,0.0,52,36,36.7,35.8,0.6667,0.72,4.1633,5.8878,0.9069,20.3305,0.8,0.6667,2.6667,1.1547,0.1,0.8333,0.2,0.0,0.2
04-b1,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,55,79,11,11,36,43,11,11,7,8,0,0,7,9,0,0,22,26,0.5443,0.2558,0.2,0.0,0.0,0.0,55,39,38.4,36.8,0.6962,0.78,4.3756,6.188,0.9171,22.8977,0.8372,0.875,6.125,1.75,0.1628,0.8462,0.1628,0.0,0.1628
04-b1,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,66,88,13,13,45,50,13,13,7,8,1,1,13,15,1,1,24,26,0.5682,0.26,0.197,0.125,0.125,0.25,66,40,41.1,40.4,0.75,0.8,4.9749,7.0356,0.9357,30.2629,0.9,0.875,6.125,1.75,0.14,0.9231,0.26,0.02,0.28
04-b1,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,54,76,11,11,36,43,11,11,6,7,0,0,8,10,0,0,22,26,0.5658,0.2558,0.2037,0.0,0.0,0.0,54,38,38.2,37.7,0.7105,0.76,4.38,6.1942,0.9211,23.8341,0.8372,0.8571,5.1429,1.6036,0.1395,0.8462,0.186,0.0,0.186
04-b1,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,54,76,10,10,35,42,10,10,6,7,0,0,6,8,1,1,22,26,0.5526,0.2381,0.1852,0.0,0.0,0.0,54,37,38.5,37.4,0.7105,0.74,4.38,6.1942,0.9211,23.8341,0.8333,0.8571,5.1429,1.6036,0.1429,0.8462,0.1429,0.0238,0.1667
04-b1,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,54,77,10,10,32,39,10,10,6,7,0,0,5,7,1,1,20,24,0.5065,0.2564,0.1852,0.0,0.0,0.0,54,38,40.1,37.7,0.7013,0.76,4.3514,6.1539,0.9183,23.0949,0.8205,0.8571,5.1429,1.6036,0.1538,0.8333,0.1282,0.0256,0.1538
04-b1,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,60,85,10,10,39,47,10,10,8,9,0,0,7,9,0,0,24,29,0.5529,0.2128,0.1667,0.0,0.0,0.0,60,39,40.6,38.7,0.7059,0.78,4.6018,6.5079,0.9216,24.6097,0.8298,0.8889,7.1111,1.8856,0.1702,0.8276,0.1489,0.0,0.1489
04-b1,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,61,85,10,10,40,47,10,10,7,8,0,0,9,10,0,0,24,29,0.5529,0.2128,0.1639,0.0,0.0,0.0,61,40,38.5,38.9,0.7176,0.8,4.6785,6.6164,0.9253,25.8358,0.8511,0.875,6.125,1.75,0.1489,0.8276,0.1915,0.0,0.1915
04-b1,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,53,76,10,10,33,40,10,10,5,6,0,0,7,9,1,1,20,24,0.5263,0.25,0.1887,0.0,0.0,0.0,53,37,38.2,37.0,0.6974,0.74,4.2989,6.0795,0.9168,22.5981,0.825,0.8333,4.1667,1.4434,0.125,0.8333,0.175,0.025,0.2
04-b1,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,58,82,11,11,37,43,11,11,6,6,0,0,7,9,1,1,23,27,0.5244,0.2558,0.1897,0.0,0.0,0.0,58,38,38.4,38.0,0.7073,0.76,4.529,6.405,0.9214,24.3552,0.8605,1.0,6.0,1.7321,0.1395,0.8519,0.1628,0.0233,0.186
04-b1,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,66,89,11,11,43,47,11,11,8,8,0,0,10,11,0,0,25,28,0.5281,0.234,0.1667,0.0,0.0,0.0,66,43,42.1,41.9,0.7416,0.86,4.9469,6.996,0.9334,29.2664,0.9149,1.0,8.0,2.0,0.1702,0.8929,0.2128,0.0,0.2128
04-b1,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,61,82,10,10,38,44,10,10,5,6,0,0,10,11,0,0,23,27,0.5366,0.2273,0.1639,0.0,0.0,0.0,61,41,42.2,40.7,0.7439,0.82,4.7633,6.7363,0.9329,28.5069,0.8636,0.8333,4.1667,1.4434,0.1136,0.8519,0.2273,0.0,0.2273
04-b1,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,60,81,11,11,38,45,11,11,8,8,0,0,9,11,0,0,21,26,0.5556,0.2444,0.1833,0.0,0.0,0.0,60,40,39.2,40.0,0.7407,0.8,4.714,6.6667,0.9317,27.9461,0.8444,1.0,8.0,2.0,0.1778,0.8077,0.2,0.0,0.2
05-a2,Candidate,GPT-4o,With Description,Random,2.0,cli_text,41,56,5,7,19,26,5,7,6,7,1,1,3,3,1,1,9,15,0.4643,0.2692,0.122,0.1429,0.1429,0.2673,41,38,37.5,37.0,0.7321,0.76,3.8741,5.4789,0.9225,22.5707,0.7308,0.8571,5.1429,1.6036,0.2308,0.6,0.1154,0.0385,0.1538
05-a2,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,48,67,6,9,24,31,6,9,9,10,1,1,3,3,2,2,10,16,0.4627,0.2903,0.125,0.1,0.1,0.2236,48,39,37.5,38.5,0.7164,0.78,4.1466,5.8641,0.9207,23.0233,0.7742,0.9,8.1,2.0125,0.2903,0.625,0.0968,0.0645,0.1613
05-a2,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,50,75,6,9,27,34,6,9,11,12,1,1,2,2,2,2,12,18,0.4533,0.2647,0.12,0.0833,0.0833,0.2041,50,39,36.1,35.5,0.6667,0.78,4.0825,5.7735,0.9061,19.9661,0.7941,0.9167,10.0833,2.2454,0.3235,0.6667,0.0588,0.0588,0.1176
05-a2,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,49,63,9,12,27,31,9,12,9,9,1,1,4,4,1,1,13,17,0.4921,0.3871,0.1837,0.1111,0.1111,0.2357,49,42,40.8,40.5,0.7778,0.84,4.3653,6.1734,0.9393,29.6637,0.871,1.0,9.0,2.1213,0.2903,0.7647,0.129,0.0323,0.1613
05-a2,Candidate,Opus 1,With Description,N/A,0.0,cli_text,55,67,11,14,29,33,11,14,9,9,2,2,4,4,1,1,15,19,0.4925,0.4242,0.2,0.2222,0.4444,0.4714,55,43,42.7,41.9,0.8209,0.86,4.7513,6.7193,0.9531,38.9041,0.8788,1.0,9.0,2.1213,0.2727,0.7895,0.1212,0.0303,0.1515
05-a2,Candidate,Opus 3,With Description,N/A,0.0,cli_text,64,83,10,13,36,43,10,13,13,13,3,3,4,4,2,2,17,24,0.5181,0.3023,0.1562,0.2308,0.6923,0.5883,64,42,42.4,41.4,0.7711,0.84,4.9674,7.0249,0.9412,32.6211,0.8372,1.0,13.0,2.5495,0.3023,0.7083,0.093,0.0465,0.1395
05-a2,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,59,82,7,9,32,41,7,9,11,12,1,1,4,4,1,1,16,24,0.5,0.2195,0.1186,0.0833,0.0833,0.2041,59,41,41.2,39.8,0.7195,0.82,4.6071,6.5155,0.9253,25.62,0.7805,0.9167,10.0833,2.2454,0.2683,0.6667,0.0976,0.0244,0.122
05-a2,Candidate,Opus 1,With Description,Random,2.0,cli_text,54,69,9,12,28,33,9,12,11,11,3,3,4,4,1,1,12,17,0.4783,0.3636,0.1667,0.2727,0.8182,0.6396,54,41,42.0,40.0,0.7826,0.82,4.5968,6.5008,0.9421,31.7632,0.8485,1.0,11.0,2.3452,0.3333,0.7059,0.1212,0.0303,0.1515
05-a2,Candidate,Opus 3,With Description,Random,2.0,cli_text,59,80,8,11,32,39,8,11,10,10,1,1,4,5,3,3,15,21,0.4875,0.2821,0.1356,0.1,0.1,0.2236,59,42,41.0,41.1,0.7375,0.84,4.6644,6.5964,0.9305,27.3881,0.8205,1.0,10.0,2.2361,0.2564,0.7143,0.1026,0.0769,0.1795
